time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-31T17:30:18.526Z,31.71610183,-104.5616942,7.391259766,2.7,ml,18,94,0.054646275,0.3,tx,tx2022kpkd,2022-06-02T06:06:22.500Z,"53 km SSW of Whites City, New Mexico",earthquake,1.876047986,1.306739438,0.2,13,reviewed,tx,tx
2022-05-31T17:20:32.450Z,49.42783333,-120.5391667,-0.51,2.35,ml,13,224,0.6065,0.4,uw,uw61837592,2022-05-31T18:01:35.030Z,"3 km SSW of Princeton, Canada",explosion,3.31,31.61,0.290846803,6,reviewed,uw,uw
2022-05-31T16:40:48.180Z,33.4885,-116.5125,14.42,0.97,ml,30,34,0.07053,0.2,ci,ci40030999,2022-05-31T19:53:49.459Z,"17km ESE of Anza, CA",earthquake,0.28,0.49,0.168,28,reviewed,ci,ci
2022-05-31T16:33:59.330Z,33.3308333,-116.2246667,11.37,1.16,ml,55,41,0.07774,0.15,ci,ci40030991,2022-06-02T17:14:02.590Z,"16km ENE of Borrego Springs, CA",earthquake,0.14,0.28,0.126,22,reviewed,ci,ci
2022-05-31T16:33:13.383Z,44.4377,-115.1974,10,2.5,ml,,60,0.865,1.13,us,us7000hdvq,2022-06-01T04:32:55.894Z,"32 km NW of Stanley, Idaho",earthquake,2.1,2,0.066,30,reviewed,us,us
2022-05-31T16:19:58.790Z,35.7625,-118.4948333,6,1.26,ml,16,76,0.05099,0.18,ci,ci40030983,2022-05-31T19:48:54.231Z,"6km W of Kernville, CA",earthquake,0.27,0.54,0.245,6,reviewed,ci,ci
2022-05-31T16:19:48.521Z,38.1761,-117.8119,8.5,1.1,ml,17,116.56,0.122,0.0874,nn,nn00839990,2022-06-01T02:38:24.374Z,"35 km SE of Mina, Nevada",earthquake,,1.7,0.43,5,reviewed,nn,nn
2022-05-31T16:02:21.416Z,64.3376,-149.4491,14.1,1.1,ml,,,,0.94,ak,ak0226xzotc3,2022-05-31T16:31:57.371Z,"12 km W of Anderson, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-31T15:58:35.007Z,-6.2146,128.0455,395.28,4,mb,,55,3.675,0.32,us,us7000hdvk,2022-05-31T16:29:44.040Z,"278 km S of Ambon, Indonesia",earthquake,10.9,5.5,0.144,13,reviewed,us,us
2022-05-31T15:45:45.054Z,38.9709,29.7251,3.55,4.3,mb,,30,1.031,0.3,us,us7000hdu7,2022-05-31T16:19:12.040Z,"25 km WNW of Dumlupınar, Turkey",earthquake,4.8,4.7,0.092,36,reviewed,us,us
2022-05-31T15:37:47.260Z,18.066,-67.442,5.52,2.78,md,13,252,,0.18,pr,pr71351703,2022-05-31T16:12:48.920Z,"27 km W of Puerto Real, Puerto Rico",earthquake,1.2,1.42,0.110096233,8,reviewed,pr,pr
2022-05-31T15:33:23.280Z,18.05566667,-67.43883333,8.16,2.74,md,17,254,,0.41,pr,pr71351683,2022-05-31T16:07:08.040Z,"26 km W of Puerto Real, Puerto Rico",earthquake,1.18,1.55,0.089195386,11,reviewed,pr,pr
2022-05-31T15:28:43.990Z,40.9016667,-111.7376667,7.18,1.27,md,12,80,0.1321,0.09,uu,uu60500167,2022-05-31T16:31:58.410Z,"11 km E of Centerville, Utah",earthquake,0.3,1.21,0.288,8,reviewed,uu,uu
2022-05-31T15:28:28.805Z,52.2913,-174.2001,161.33,2.5,ml,,96,0.03,0.58,us,us7000hdvs,2022-05-31T16:56:45.040Z,"10 km N of Atka, Alaska",earthquake,20.9,5.3,0.148,6,reviewed,us,us
2022-05-31T15:24:31.731Z,59.7416,-153.3684,127.6,1.6,ml,,,,0.58,ak,ak0226xz847h,2022-05-31T15:33:09.675Z,"41 km E of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-31T15:21:07.470Z,36.2715,-118.0171667,0.32,1.68,ml,29,46,0.1756,0.14,ci,ci40030951,2022-06-02T16:40:58.547Z,"2km SW of Olancha, CA",earthquake,0.16,0.3,0.244,17,reviewed,ci,ci
2022-05-31T15:11:15.970Z,19.22283363,-155.3831635,33.18999863,1.88,ml,45,154,,0.140000001,hv,hv73029372,2022-05-31T15:16:46.470Z,"10 km ENE of P?hala, Hawaii",earthquake,0.66,0.889999986,4.46,6,automatic,hv,hv
2022-05-31T15:06:22.250Z,36.3856667,-120.9616667,9.59,1.49,md,27,69,0.06053,0.08,nc,nc73739546,2022-06-02T10:04:13.979Z,"23km SE of Pinnacles, CA",earthquake,0.33,0.42,0.254,24,reviewed,nc,nc
2022-05-31T14:48:00.070Z,19.39550018,-155.5043335,41.61000061,1.82,ml,34,52,,0.200000003,hv,hv73029347,2022-05-31T15:26:55.040Z,"21 km N of P?hala, Hawaii",earthquake,0.57,0.800000012,4.29,7,automatic,hv,hv
2022-05-31T14:41:41.152Z,51.5023,-178.3443,51.36,5.2,mww,,81,0.428,0.83,us,us7000hdtn,2022-06-03T14:51:44.453Z,"125 km WSW of Adak, Alaska",earthquake,6.8,5.2,0.086,13,reviewed,us,us
2022-05-31T14:39:57.740Z,35.12833333,-95.54183333,6.82,1.38,ml,29,93,0.09448146,0.28,ok,ok2022kpem,2022-06-01T12:52:29.840Z,"11 km ESE of Canadian, Oklahoma",earthquake,,1,0.22,11,reviewed,ok,ok
2022-05-31T14:30:54.930Z,19.15066719,-155.5006714,33.29999924,1.89999998,md,40,135,,0.119999997,hv,hv73029332,2022-05-31T14:36:12.980Z,"6 km SSW of P?hala, Hawaii",earthquake,0.62,1.01999998,0.589999974,9,automatic,hv,hv
2022-05-31T14:28:40.720Z,36.286,-120.4606667,11.07,1.18,md,15,161,0.0883,0.08,nc,nc73739531,2022-06-01T00:29:23.216Z,"19km NNW of Coalinga, CA",earthquake,1.07,1.89,0.1,9,reviewed,nc,nc
2022-05-31T14:11:05.440Z,34.1076667,-117.3151667,16.39,1.05,ml,45,99,0.1244,0.16,ci,ci40030935,2022-06-02T16:22:24.119Z,"3km SW of San Bernardino, CA",earthquake,0.19,0.47,0.142,16,reviewed,ci,ci
2022-05-31T14:10:26.300Z,19.32716751,-155.3783264,28.27000046,1.94,ml,46,91,,0.170000002,hv,hv73029317,2022-05-31T14:32:35.040Z,"17 km NE of P?hala, Hawaii",earthquake,0.49,0.620000005,3.98,8,automatic,hv,hv
2022-05-31T14:03:11.044Z,60.8569,-150.9709,7.2,1.6,ml,,,,0.66,ak,ak0226xyi51c,2022-05-31T14:08:27.163Z,"16 km WSW of Point Possession, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-05-31T13:51:42.407Z,-4.5469,149.6593,568.21,4.3,mb,,59,2.522,0.63,us,us7000hdta,2022-05-31T14:24:04.040Z,"123 km NNW of Kimbe, Papua New Guinea",earthquake,12.2,9.1,0.082,45,reviewed,us,us
2022-05-31T13:40:29.250Z,19.24383354,-155.3995056,27.95000076,1.96000004,md,39,134,,0.150000006,hv,hv73029282,2022-05-31T13:43:44.470Z,"9 km ENE of P?hala, Hawaii",earthquake,0.56,0.920000017,1.51999998,15,automatic,hv,hv
2022-05-31T13:39:35.620Z,-8.6681,123.0607,151.7,4.9,mb,,78,0.814,0.64,us,us7000hdt7,2022-05-31T14:11:41.040Z,"93 km E of Maumere, Indonesia",earthquake,6.5,4.2,0.075,58,reviewed,us,us
2022-05-31T13:39:10.196Z,59.0074,-152.7811,65.2,1.4,ml,,,,0.46,ak,ak0226xy4g9q,2022-05-31T16:45:24.658Z,"62 km SW of Nanwalek, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2022-05-31T13:36:49.530Z,19.2511673,-155.4021606,31.07999992,2.3,ml,47,129,,0.119999997,hv,hv73029277,2022-05-31T14:04:55.040Z,"9 km ENE of P?hala, Hawaii",earthquake,0.49,0.649999976,4.04,21,automatic,hv,hv
2022-05-31T13:25:03.710Z,37.1926667,-118.2516667,13.08,2,md,23,168,0.04543,0.05,nc,nc73739516,2022-06-01T02:38:21.894Z,"5km NE of Big Pine, CA",earthquake,0.57,0.26,0.248,32,reviewed,nc,nc
2022-05-31T13:09:00.952Z,60.3104,-141.2774,12.9,1.3,ml,,,,0.81,ak,ak0226xxxvqy,2022-05-31T13:11:43.428Z,"121 km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-05-31T12:56:27.290Z,19.25083351,-155.4063263,30.38999939,2.1,ml,44,128,,0.150000006,hv,hv73029237,2022-05-31T13:01:57.400Z,"9 km NE of P?hala, Hawaii",earthquake,0.5,0.790000021,4.54,6,automatic,hv,hv
2022-05-31T12:51:46.060Z,19.16083336,-155.4923401,30.97999954,2.13000011,md,41,123,,0.189999998,hv,hv73029232,2022-05-31T12:55:07.250Z,"4 km SSW of P?hala, Hawaii",earthquake,0.66,1.04999995,0.540000021,15,automatic,hv,hv
2022-05-31T12:45:06.790Z,18.03066667,-66.741,9.95,2.09,md,16,111,,0.21,pr,pr71351663,2022-05-31T13:02:22.960Z,"3 km ENE of Magas Arriba, Puerto Rico",earthquake,0.37,0.62,0.281857018,11,reviewed,pr,pr
2022-05-31T12:28:20.695Z,38.4598,-119.4775,9.4,1,ml,14,74.39,0.054,0.1766,nn,nn00839979,2022-06-01T02:38:20.241Z,"6 km S of Walker, California",earthquake,,1.7,0.24,5,reviewed,nn,nn
2022-05-31T12:21:32.880Z,63.8003,-148.8535,99.3,1.8,ml,,,,0.62,ak,ak0226xxf6s9,2022-05-31T17:26:48.068Z,"8 km NNE of Denali Park, Alaska",explosion,,0.8,,,automatic,ak,ak
2022-05-31T12:18:37.256Z,61.5264,-147.9011,16.3,1.1,ml,,,,0.65,ak,ak0226xxejl9,2022-05-31T12:30:31.714Z,"33 km SSW of Glacier View, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-05-31T11:45:37.500Z,36.8775,-121.6133333,7.91,1.59,md,34,62,0.01849,0.1,nc,nc73739511,2022-06-02T07:28:17.003Z,"3km ESE of Aromas, CA",earthquake,0.24,0.41,0.207,34,reviewed,nc,nc
2022-05-31T11:44:35.550Z,52.12733333,-174.3526667,8,1.13,ml,8,322,,0.07,av,av91581441,2022-06-02T05:03:03.090Z,"12 km SW of Atka, Alaska",earthquake,0.72,1.53,0.268408713,8,reviewed,av,av
2022-05-31T11:44:09.070Z,18.026,-66.739,10,3.28,md,23,121,0.1338,0.23,pr,pr2022151004,2022-06-03T14:04:23.040Z,"3 km ENE of Magas Arriba, Puerto Rico",earthquake,0.34,0.59,0.11,9,reviewed,pr,pr
2022-05-31T11:43:23.200Z,37.193,-118.247,13.52,2.03,md,18,190,0.04732,0.06,nc,nc73739506,2022-06-01T02:38:18.791Z,"5km NE of Big Pine, CA",earthquake,0.89,0.21,0.207,22,reviewed,nc,nc
2022-05-31T11:30:12.600Z,35.8831667,-117.681,5.57,1.14,ml,23,49,0.06921,0.14,ci,ci40030879,2022-06-01T22:08:47.880Z,"21km ESE of Little Lake, CA",earthquake,0.16,0.59,0.138,7,reviewed,ci,ci
2022-05-31T11:27:31.550Z,41.5135,-112.1736667,6.95,1.54,ml,25,71,0.1438,0.1,uu,uu60500132,2022-05-31T14:00:42.810Z,"6 km SW of Corinne, Utah",earthquake,0.25,0.67,0.121,4,reviewed,uu,uu
2022-05-31T11:23:20.714Z,-15.2988,-174.6869,253.91,4.3,mb,,166,3.132,0.3,us,us7000hdsv,2022-05-31T11:56:06.040Z,"119 km NW of Hihifo, Tonga",earthquake,8.5,9.7,0.125,18,reviewed,us,us
2022-05-31T11:23:09.661Z,61.9447,-149.8773,33.9,1.5,ml,,,,1.14,ak,ak0226xwu4fq,2022-05-31T11:26:56.732Z,"23 km NNE of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-05-31T11:14:12.390Z,36.2666667,-120.4765,5.17,1.18,md,20,152,0.1099,0.09,nc,nc73739501,2022-06-02T09:38:12.809Z,"18km NW of Coalinga, CA",earthquake,0.3,0.93,0.109,9,reviewed,nc,nc
2022-05-31T11:04:39.670Z,36.2646667,-120.4706667,4.61,1.35,md,13,149,0.1075,0.12,nc,nc71128169,2022-06-02T05:56:16.474Z,"17km NW of Coalinga, CA",earthquake,0.62,2.02,0.179,9,reviewed,nc,nc
2022-05-31T11:04:27.100Z,36.2815,-120.4646667,9.39,1.24,md,24,92,0.09348,0.13,nc,nc73739496,2022-06-02T05:31:16.338Z,"18km NNW of Coalinga, CA",earthquake,0.48,0.96,0.082,8,reviewed,nc,nc
2022-05-31T10:53:05.930Z,19.14183426,-155.4896698,32.81999969,2.00999999,md,38,160,,0.109999999,hv,hv73029127,2022-05-31T10:56:20.020Z,"6 km S of P?hala, Hawaii",earthquake,0.65,0.889999986,1.86000001,10,automatic,hv,hv
2022-05-31T10:53:02.610Z,46.9535,-120.1066667,6.2,1.5,ml,20,89,0.07411,0.13,uw,uw61837432,2022-06-01T08:02:56.637Z,"9 km W of Vantage, Washington",earthquake,0.28,0.34,0.111960687,15,reviewed,uw,uw
2022-05-31T10:46:04.980Z,19.5295,-155.9676667,5.98,2.53,ml,43,180,,0.23,hv,hv73029122,2022-06-03T15:22:46.040Z,"4 km WSW of Honalo, Hawaii",earthquake,0.57,0.53,0.155812021,13,reviewed,hv,hv
2022-05-31T10:45:25.330Z,19.15833282,-155.3641663,29.35000038,2.16,ml,24,188,,0.109999999,hv,hv73029117,2022-05-31T10:50:56.320Z,"13 km ESE of P?hala, Hawaii",earthquake,0.9,1,4.08,10,automatic,hv,hv
2022-05-31T10:21:13.950Z,33.2465,-116.0205,3.82,1.42,ml,61,63,0.04434,0.18,ci,ci40030863,2022-06-01T22:03:23.030Z,"8km SW of Salton City, CA",earthquake,0.13,0.25,0.151,22,reviewed,ci,ci
2022-05-31T10:18:57.570Z,35.8885,-117.6873333,6.27,1.11,ml,21,47,0.06643,0.09,ci,ci40030855,2022-06-01T21:47:15.755Z,"20km ESE of Little Lake, CA",earthquake,0.12,0.35,0.103,5,reviewed,ci,ci
2022-05-31T10:00:12.900Z,36.7318333,-121.4088333,6.47,1.11,md,24,102,0.04453,0.12,nc,nc73739481,2022-06-02T08:48:17.493Z,"10km SSW of Ridgemark, CA",earthquake,0.34,0.54,0.148,21,reviewed,nc,nc
2022-05-31T09:58:59.540Z,19.23266602,-155.3886719,32.65000153,1.99,ml,44,146,,0.129999995,hv,hv73029082,2022-05-31T10:04:28.550Z,"10 km ENE of P?hala, Hawaii",earthquake,0.56,1.04999995,4.19,4,automatic,hv,hv
2022-05-31T09:56:11.961Z,61.5091,-148.6406,20,1,ml,,,,0.22,ak,ak0226xvuc19,2022-05-31T09:58:43.241Z,"15 km ENE of Knik River, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-05-31T09:53:17.320Z,36.0823333,-117.6508333,-1.29,1.04,ml,12,129,0.1088,0.15,ci,ci40030847,2022-05-31T19:40:19.183Z,"27km E of Coso Junction, CA",earthquake,0.27,0.67,0.053,4,reviewed,ci,ci
2022-05-31T09:49:44.940Z,19.14599991,-155.4878387,31.05999947,1.83000004,md,41,157,,0.140000001,hv,hv73029072,2022-05-31T09:53:02.370Z,"6 km S of P?hala, Hawaii",earthquake,0.53,0.839999974,0.860000014,11,automatic,hv,hv
2022-05-31T09:41:40.830Z,18.82733345,-155.1940002,9.510000229,2.45,ml,34,269,,0.230000004,hv,hv73029062,2022-06-03T15:12:08.040Z,"48 km ESE of Naalehu, Hawaii",earthquake,1.17,1.11000001,4.7,3,automatic,hv,hv
2022-05-31T09:19:48.820Z,19.1641674,-155.4933319,31.04000092,1.99000001,md,44,109,,0.129999995,hv,hv73029047,2022-05-31T09:22:57.690Z,"4 km SSW of P?hala, Hawaii",earthquake,0.64,0.810000002,0.25999999,13,automatic,hv,hv
2022-05-31T09:03:25.190Z,35.882,-117.693,2.91,1.6,ml,17,54,0.07431,0.16,ci,ci37501173,2022-06-01T21:31:01.671Z,"20km ESE of Little Lake, CA",earthquake,0.22,0.41,0.125,4,reviewed,ci,ci
2022-05-31T09:03:24.220Z,19.14999962,-155.4810028,32.31999969,2.1500001,md,42,153,,0.140000001,hv,hv73029042,2022-05-31T09:08:54.720Z,"5 km S of P?hala, Hawaii",earthquake,0.54,0.680000007,1.80999994,22,automatic,hv,hv
2022-05-31T09:02:55.860Z,35.889,-117.6878333,6.08,2.82,ml,48,22,0.06617,0.13,ci,ci40030831,2022-06-03T15:04:54.040Z,"20km ESE of Little Lake, CA",earthquake,0.11,0.33,0.214,21,reviewed,ci,ci
2022-05-31T09:01:48.020Z,17.93833333,-66.6445,6.65,2.18,md,12,251,,0.18,pr,pr71351628,2022-05-31T10:51:47.930Z,"8 km SSW of Ponce, Puerto Rico",earthquake,0.79,0.37,0.21768291,10,reviewed,pr,pr
2022-05-31T08:40:31.950Z,36.1823333,-89.3766667,11.36,3.07,md,54,50,0.0408,0.14,nm,nm60397126,2022-06-01T20:22:12.198Z,"12 km NW of Newbern, Tennessee",earthquake,0.2,0.26,0.101,44,reviewed,nm,nm
2022-05-31T08:39:48.220Z,19.25716591,-155.3990021,30.40999985,1.97000003,md,40,128,,0.119999997,hv,hv73029017,2022-05-31T08:45:19.930Z,"10 km NE of P?hala, Hawaii",earthquake,0.54,0.699999988,1.62,14,automatic,hv,hv
2022-05-31T08:34:29.010Z,36.1838333,-89.386,10.18,2.07,md,27,70,0.04831,0.06,nm,nm60397136,2022-06-01T07:35:03.515Z,southeastern Missouri,earthquake,0.36,0.9,0.146,21,reviewed,nm,nm
2022-05-31T08:25:48.037Z,32.3131,-103.3765,3.01,2.7,mb_lg,,36,0.144,0.56,us,us7000hds0,2022-05-31T09:11:14.040Z,"24 km SW of Eunice, New Mexico",earthquake,2.5,8.2,0.068,58,reviewed,us,us
2022-05-31T08:21:21.230Z,19.27983284,-155.4338379,22.28000069,1.73000002,md,16,160,,0.289999992,hv,hv73028982,2022-05-31T08:23:00.270Z,"9 km NNE of P?hala, Hawaii",earthquake,1.74,2.92000008,1.12,6,automatic,hv,hv
2022-05-31T08:21:16.400Z,19.25366592,-155.3990021,30.15999985,1.92999995,md,37,130,,0.150000006,hv,hv73028987,2022-05-31T08:24:32.280Z,"10 km NE of P?hala, Hawaii",earthquake,0.51,0.949999988,1.92999995,4,automatic,hv,hv
2022-05-31T08:07:27.035Z,38.1652,-117.8953,10.3,1.6,ml,22,66.59,0.057,0.1521,nn,nn00839970,2022-06-01T02:38:16.259Z,"31 km SE of Mina, Nevada",earthquake,,1,0.16,9,reviewed,nn,nn
2022-05-31T08:03:04.520Z,36.1811667,-89.386,8.74,1.13,md,9,72,0.04734,0.16,nm,nm60151953,2022-05-31T17:53:47.130Z,"12 km SE of Ridgely, Tennessee",earthquake,0.65,1.16,0.055,8,reviewed,nm,nm
2022-05-31T08:00:15.220Z,36.1853333,-89.38,10.52,2.61,md,63,48,0.04454,0.14,nm,nm60397111,2022-06-02T01:19:03.422Z,"13 km SE of Ridgely, Tennessee",earthquake,0.18,0.28,0.082,38,reviewed,nm,nm
2022-05-31T07:56:21.740Z,44.2985,-115.1803333,8.98,2.03,ml,8,92,0.921,0.17,mb,mb80547499,2022-05-31T15:00:25.270Z,"21 km WNW of Stanley, Idaho",earthquake,0.67,1,0.215,7,reviewed,mb,mb
2022-05-31T07:55:46.440Z,19.7346,-68.7525,51,3.84,md,18,298,0.6226,0.38,pr,pr2022151003,2022-05-31T12:58:17.040Z,"84 km NE of Samaná, Dominican Republic",earthquake,4.26,20.61,0.06,4,reviewed,pr,pr
2022-05-31T07:51:32.111Z,64.4546,-147.1946,0.8,1.2,ml,,,,0.89,ak,ak0226xumfta,2022-05-31T08:11:56.933Z,"16 km WSW of Salcha, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-05-31T07:49:21.270Z,17.98216667,-66.83066667,9.91,2.18,md,8,200,,0.11,pr,pr71351608,2022-05-31T08:01:10.690Z,"1 km SW of Indios, Puerto Rico",earthquake,0.58,0.65,0.092822043,5,reviewed,pr,pr
2022-05-31T07:45:42.450Z,17.96333333,-66.91683333,8.28,2.25,md,5,202,,0.07,pr,pr71351603,2022-05-31T07:56:04.760Z,"1 km SW of Guánica, Puerto Rico",earthquake,0.53,1.09,0.187204119,3,reviewed,pr,pr
2022-05-31T07:43:29.652Z,62.9266,-148.7722,62.1,1.2,ml,,,,0.73,ak,ak0226xukpwk,2022-05-31T07:56:35.589Z,"52 km S of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-05-31T07:10:07.821Z,-5.9176,104.3517,43.1,5.2,mww,,42,2.079,1.32,us,us7000hdqr,2022-06-01T07:13:21.447Z,"114 km WSW of Bandar Lampung, Indonesia",earthquake,7.4,4.6,0.093,11,reviewed,us,us
2022-05-31T06:59:26.930Z,17.9455,-66.8785,13,1.64,md,4,270,0.0296,0.19,pr,pr2022151002,2022-05-31T07:37:29.349Z,"3 km SSE of Maria Antonia, Puerto Rico",earthquake,1.79,1.35,0.18,4,reviewed,pr,pr
2022-05-31T06:53:43.354Z,38.1232,-118.0979,10.7,2.8,ml,28,50.47,0.11,0.1191,nn,nn00839963,2022-06-01T02:38:10.561Z,"29 km S of Mina, Nevada",earthquake,,1.1,0.25,13,reviewed,nn,nn
2022-05-31T06:46:10.320Z,33.6313333,-116.6863333,14.54,1.61,ml,27,65,0.0389,0.15,ci,ci37501157,2022-06-01T21:07:06.886Z,"9km N of Anza, CA",earthquake,0.18,0.31,0.264,3,reviewed,ci,ci
2022-05-31T06:46:09.330Z,33.6253333,-116.6915,14.33,1.64,ml,67,20,0.04589,0.18,ci,ci40030799,2022-06-01T21:07:19.729Z,"8km NNW of Anza, CA",earthquake,0.14,0.24,0.225,25,reviewed,ci,ci
2022-05-31T06:43:33.910Z,38.3781667,-122.1665,6.43,1.45,md,27,55,0.05226,0.18,nc,nc73739451,2022-06-03T00:56:15.316Z,"14km NE of Napa, CA",earthquake,0.29,0.92,0.141,22,reviewed,nc,nc
2022-05-31T06:38:00.128Z,47.6309,146.7471,407.89,4.2,mb,,103,2.795,0.89,us,us7000hdqn,2022-05-31T07:03:41.040Z,"280 km NNW of Kuril?�sk, Russia",earthquake,8.3,5.6,0.033,260,reviewed,us,us
2022-05-31T06:37:52.170Z,37.8048333,-113.076,10.48,1,md,10,164,0.1322,0.11,uu,uu60500122,2022-05-31T16:59:14.980Z,"5 km NW of Enoch, Utah",earthquake,0.56,1.16,0.187,5,reviewed,uu,uu
2022-05-31T06:36:25.620Z,19.05349922,-155.3993378,33.41999817,1.85000002,md,30,236,,0.170000002,hv,hv73028897,2022-05-31T06:39:46.920Z,"18 km SSE of P?hala, Hawaii",earthquake,0.76,1.16999996,1.63999999,6,automatic,hv,hv
2022-05-31T06:14:13.430Z,33.946,-117.067,16.07,1.31,ml,72,29,0.07593,0.16,ci,ci40030775,2022-06-01T20:10:10.250Z,"5km SSW of Calimesa, CA",earthquake,0.13,0.31,0.211,32,reviewed,ci,ci
2022-05-31T06:13:08.360Z,17.92516667,-66.95383333,12.18,2.19,md,6,243,,0.08,pr,pr71351598,2022-05-31T06:49:16.130Z,"7 km SW of Guánica, Puerto Rico",earthquake,0.65,0.88,0.053963532,5,reviewed,pr,pr
2022-05-31T06:04:25.530Z,17.98266667,-67.05383333,9.15,1.93,md,5,150,,0.08,pr,pr71351593,2022-05-31T06:44:11.290Z,"1 km NW of La Parguera, Puerto Rico",earthquake,0.49,0.66,0.053314192,5,reviewed,pr,pr
2022-05-31T05:54:36.730Z,32.37,-115.2426667,13.96,2.48,ml,18,181,0.07223,0.25,ci,ci40030767,2022-06-01T19:03:28.886Z,"5km WNW of Delta, B.C., MX",earthquake,0.58,0.76,0.113,10,reviewed,ci,ci
2022-05-31T05:46:45.400Z,34.1768333,-117.5183333,2.93,2.05,ml,114,17,0.05667,0.22,ci,ci40030759,2022-06-01T18:54:33.604Z,"8km NE of Rancho Cucamonga, CA",earthquake,0.12,0.22,0.128,36,reviewed,ci,ci
2022-05-31T05:44:18.430Z,31.59377122,-103.9993919,7.648339844,2.1,ml,12,71,0.136936982,0.2,tx,tx2022komv,2022-06-02T07:51:17.450Z,"36 km NNW of Toyah, Texas",earthquake,1.764195713,2.297458374,0.2,12,reviewed,tx,tx
2022-05-31T05:25:14.441Z,57.4802,-156.463,49.5,1.6,ml,,,,0.39,ak,ak0226xt9ylw,2022-05-31T05:34:45.521Z,"56 km E of Ugashik, Alaska",earthquake,,2.2,,,automatic,ak,ak
2022-05-31T05:24:03.630Z,32.394,-115.2476667,6.94,2.76,ml,26,72,0.05476,0.25,ci,ci40030751,2022-06-01T18:25:32.470Z,"7km NW of Delta, B.C., MX",earthquake,0.38,0.78,0.209,15,reviewed,ci,ci
2022-05-31T05:19:00.947Z,51.8711,-175.2934,69.5,1.4,ml,,,,0.3,ak,ak0226xt8nyc,2022-05-31T16:30:45.241Z,"83 km WSW of Atka, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2022-05-31T05:07:48.699Z,-19.0044,-67.0383,250.1,4.4,mb,,76,2.14,0.64,us,us7000hdqg,2022-05-31T13:19:11.040Z,"30 km WSW of Challapata, Bolivia",earthquake,4.7,12.3,0.155,12,reviewed,us,us
2022-05-31T05:03:56.550Z,19.1704998,-155.4846649,28.40999985,2.45000005,md,28,204,,0.239999995,hv,hv73028827,2022-05-31T05:07:07.750Z,"3 km S of P?hala, Hawaii",earthquake,1.55,3.44000006,1.04999995,3,automatic,hv,hv
2022-05-31T05:01:41.970Z,35.7763333,-117.5933333,7.16,1.61,ml,36,58,0.03947,0.12,ci,ci40030743,2022-06-01T18:16:26.710Z,"17km W of Searles Valley, CA",earthquake,0.12,0.27,0.26,15,reviewed,ci,ci
2022-05-31T04:58:24.470Z,36.2895,-89.4976667,7.82,1.03,md,9,98,0.02962,0.08,nm,nm60151948,2022-06-03T14:07:05.200Z,"3 km NNW of Ridgely, Tennessee",earthquake,0.35,0.57,0.06,6,reviewed,nm,nm
2022-05-31T04:50:57.640Z,36.2941667,-89.5028333,7.75,1.28,md,12,95,0.03282,0.01,nm,nm60151943,2022-06-03T13:27:43.070Z,"3 km NNW of Ridgely, Tennessee",earthquake,0.57,0.71,0.038,9,reviewed,nm,nm
2022-05-31T04:46:34.319Z,59.3074,-152.6791,67.6,1.9,ml,,,,0.53,ak,ak0226xst2k9,2022-05-31T04:51:35.316Z,"43 km W of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-05-31T04:43:08.630Z,19.19216728,-155.4055023,31.97999954,1.91999996,md,42,160,,0.119999997,hv,hv73028812,2022-05-31T04:46:24.660Z,"7 km E of P?hala, Hawaii",earthquake,0.63,0.860000014,0.819999993,8,automatic,hv,hv
2022-05-31T04:40:26.257Z,37.042,71.956,153.81,4.6,mb,,77,1.106,0.78,us,us7000hdqa,2022-06-01T22:54:22.040Z,"33 km WNW of Khandūd, Afghanistan",earthquake,7.6,8.7,0.222,6,reviewed,us,us
2022-05-31T04:39:39.600Z,26.3275,95.5482,118.44,4.5,mb,,90,4.075,0.73,us,us7000hdq8,2022-06-01T04:39:42.040Z,"66 km SE of Mon, India",earthquake,12.2,5.2,0.192,8,reviewed,us,us
2022-05-31T04:34:21.383Z,60.3267,-143.1749,5.1,2.8,ml,,,,0.96,ak,ak0226xsqgz9,2022-05-31T05:18:25.040Z,"124 km S of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-05-31T04:17:02.270Z,38.6436667,-112.2618333,1.2,1.78,ml,13,97,0.145,0.25,uu,uu60500117,2022-05-31T13:40:40.030Z,"4 km WNW of Joseph, Utah",earthquake,0.93,3.41,0.293,7,reviewed,uu,uu
